question,truth
257_1261_0,0
500_1644_0,0
970_2126_1,1
988_1809_0,0
440_1661_1,1
427_1369_1,1
349_1490_1,1
729_1379_0,0
40_1927_0,0
866_1666_0,0
587_1275_0,0
257_1116_0,0
533_1274_0,0
1057_1392_0,0
861_2072_0,0
849_1902_0,0
448_1494_1,1
987_1768_0,0
594_1541_0,0
740_1251_0,0
1004_1086_0,0
970_2129_0,0
143_1257_0,0
665_2157_0,0
181_1593_0,0
803_1746_0,0
959_1095_1,1
510_1791_0,0
864_1512_0,0
721_1880_0,0
110_1314_0,0
846_1902_0,0
547_1878_0,0
511_2004_0,0
594_1329_0,0
662_1754_0,0
616_1718_1,1
577_1928_0,0
615_1722_0,0
716_1738_0,0
795_1904_0,0
651_1748_0,0
568_2070_0,0
329_1722_0,0
844_1901_0,0
845_1609_0,0
33_1221_0,0
477_1713_1,1
886_2140_0,0
209_1439_0,0
623_1609_1,1
1012_1715_0,0
854_1768_0,0
681_1982_0,0
418_1416_0,0
886_1664_0,0
979_1171_0,0
947_2074_0,0
903_1928_0,0
665_1721_0,0
299_1535_0,0
885_2173_0,0
483_1481_0,0
829_2032_1,1
1077_1484_0,0
490_1625_0,0
658_1708_0,0
532_1844_0,0
672_1902_0,0
147_1598_0,0
655_1644_0,0
870_2059_0,0
728_1339_0,0
601_1461_0,0
689_1667_0,0
620_2031_0,0
380_2120_1,1
243_1366_1,1
146_1261_0,0
102_1217_1,1
847_1904_1,1
988_2140_0,0
886_1713_0,0
930_2069_0,0
95_1337_0,0
906_1670_0,0
481_1655_0,0
545_1840_0,0
189_1951_1,1
900_2029_0,0
193_1533_0,0
484_1814_0,0
514_1630_1,1
351_1656_0,0
845_1908_0,0
631_1774_0,0
901_1670_0,0
168_1141_0,0
480_1668_0,0
808_1626_0,0
812_1878_0,0
548_1632_0,0
555_1515_0,0
631_1841_0,0
498_2122_0,0
844_1897_0,0
510_2036_0,0
575_1691_0,0
982_2149_1,1
941_1656_0,0
422_1249_0,0
330_1221_0,0
760_1628_0,0
88_1134_0,0
1063_2087_0,0
329_1723_0,0
631_1553_0,0
948_2074_0,0
546_1841_0,0
492_1666_0,0
47_1294_1,1
236_1855_0,0
718_1862_1,1
741_1916_0,0
524_1682_1,1
564_1961_0,0
637_1799_0,0
40_2066_1,1
670_1655_0,0
794_1527_0,0
477_2008_0,0
445_2008_0,0
343_1623_0,0
776_1931_0,0
467_1658_0,0
346_1744_0,0
545_1969_0,0
544_1946_0,0
808_1590_0,0
986_1689_1,1
1039_1913_0,0
337_1474_1,1
478_1688_0,0
672_1758_1,1
709_1913_0,0
168_1202_0,0
592_1887_0,0
905_2018_0,0
435_1179_0,0
1061_1818_0,0
343_1736_0,0
845_1903_0,0
1000_1597_0,0
759_1141_0,0
791_1814_0,0
662_1751_1,1
695_1803_0,0
1048_1242_0,0
933_2113_0,0
666_1543_0,0
573_1796_0,0
204_1286_0,0
984_2037_0,0
435_1171_0,0
393_1386_1,1
926_2133_1,1
200_1318_1,1
765_1599_0,0
650_1745_0,0
631_1969_0,0
710_2158_0,0
748_1992_0,0
903_1591_0,0
644_1382_0,0
529_1292_0,0
330_1261_0,0
281_1714_0,0
716_1879_0,0
532_1292_0,0
666_1721_0,0
460_1546_0,0
104_1286_1,1
296_1566_0,0
658_1806_0,0
950_2043_0,0
850_1762_0,0
548_1844_0,0
487_2075_0,0
147_1715_0,0
484_1712_0,0
445_1928_0,0
61_1134_0,0
484_1664_0,0
434_1170_0,0
644_1717_0,0
549_1380_0,0
968_1654_0,0
173_1342_1,1
191_1599_0,0
667_1762_0,0
672_1899_0,0
552_1955_0,0
846_1758_0,0
727_1232_1,1
547_1946_0,0
661_1195_0,0
558_1679_0,0
808_1872_1,1
578_2043_0,0
947_1626_0,0
16_1599_0,0
615_1714_0,0
94_1448_0,0
914_2087_0,0
21_1130_0,0
13_1140_1,1
826_1993_0,0
33_1543_0,0
776_2031_0,0
42_1883_0,0
513_1747_0,0
967_2150_1,1
636_1762_0,0
113_1150_0,0
329_1716_0,0
667_2070_0,0
409_1799_0,0
617_1586_0,0
808_1623_0,0
288_1511_0,0
930_2113_0,0
714_1649_0,0
847_1896_0,0
575_1962_0,0
619_1777_0,0
529_1747_0,0
415_1823_1,1
676_2159_0,0
181_1962_0,0
698_1854_0,0
886_1926_0,0
154_1527_0,0
529_1395_0,0
619_1796_0,0
12_1117_1,1
532_1395_0,0
615_1721_0,0
671_1902_0,0
125_1164_1,1
674_1864_0,0
765_1598_0,0
591_1649_0,0
688_1656_0,0
345_1567_0,0
427_1134_0,0
324_2130_0,0
477_1669_0,0
7_1295_1,1
798_1146_0,0
948_2082_0,0
928_1622_0,0
258_1791_0,0
998_1928_0,0
504_1645_0,0
934_2072_0,0
553_1819_0,0
838_1601_0,0
315_1498_0,0
759_1156_0,0
906_2018_0,0
564_1995_0,0
913_2090_0,0
299_1400_0,0
729_1153_0,0
794_1317_0,0
627_1553_1,1
764_1912_1,1
434_1448_0,0
977_2162_0,0
95_2045_0,0
145_1360_1,1
212_1958_0,0
867_1620_0,0
531_1844_0,0
255_1343_1,1
737_1982_0,0
37_1310_1,1
913_2098_1,1
477_1993_0,0
1038_2031_0,0
483_2073_0,0
701_2009_0,0
680_1724_0,0
979_1330_0,0
651_1776_0,0
571_1762_0,0
479_1532_0,0
808_1809_0,0
796_1896_0,0
548_1676_0,0
597_1711_0,0
772_1841_0,0
33_1716_0,0
547_2146_0,0
772_1781_0,0
901_1735_0,0
927_1622_0,0
101_1108_1,1
886_1557_0,0
827_1101_1,1
620_1816_0,0
862_2112_0,0
882_2159_1,1
916_2087_1,1
616_1721_0,0
527_1471_0,0
631_2031_0,0
910_1622_0,0
897_1704_0,0
786_1195_0,0
576_1698_0,0
980_1917_0,0
511_1674_1,1
510_1672_0,0
419_1247_0,0
1040_1182_0,0
248_1159_0,0
578_2076_0,0
596_1687_0,0
1039_1843_0,0
78_1426_0,0
496_1497_0,0
658_1716_0,0
623_1906_0,0
917_2086_0,0
501_1960_0,0
778_1383_0,0
1038_1774_0,0
598_1347_0,0
480_1593_0,0
1016_1588_0,0
580_1757_0,0
477_1481_0,0
218_1368_1,1
886_1875_0,0
962_1448_0,0
485_1327_0,0
841_1898_0,0
1005_1578_1,1
154_1541_0,0
840_1759_0,0
362_1555_0,0
959_1086_0,0
191_2157_0,0
903_1993_0,0
806_1552_1,1
950_1624_0,0
532_1845_1,1
307_1338_0,0
232_1581_0,0
903_1589_0,0
1011_1636_0,0
214_1403_0,0
706_1610_0,0
842_1711_0,0
494_1612_0,0
660_1347_0,0
143_2030_0,0
429_1632_0,0
1023_1895_0,0
152_1271_1,1
671_1905_0,0
889_1663_0,0
281_1220_0,0
213_1407_1,1
671_1899_0,0
254_1873_0,0
197_1208_0,0
803_1629_0,0
706_1658_0,0
668_1170_0,0
790_1715_0,0
984_2004_0,0
65_1134_0,0
555_1584_1,1
688_1711_0,0
855_1512_0,0
271_1429_0,0
260_1302_1,1
771_2029_0,0
33_1383_0,0
561_1657_0,0
831_1371_0,0
177_1390_0,0
764_1413_0,0
496_1874_0,0
578_2075_0,0
650_2053_0,0
191_1714_0,0
192_1599_0,0
978_1473_0,0
919_2088_0,0
729_1154_0,0
898_1251_0,0
742_1974_0,0
94_1165_0,0
811_1303_1,1
714_1781_0,0
619_1768_0,0
941_1814_0,0
58_1237_0,0
865_1585_0,0
10_1222_0,0
653_1966_0,0
843_1609_0,0
562_1945_0,0
534_1720_0,0
654_1924_1,1
534_1220_0,0
435_1165_0,0
656_1586_1,1
517_1674_0,0
75_1927_0,0
903_1617_0,0
530_1961_0,0
343_1501_0,0
853_1898_0,0
575_1926_0,0
631_1799_0,0
258_1961_0,0
903_1656_0,0
436_1173_0,0
979_1503_0,0
943_1969_0,0
482_2094_0,0
971_1449_0,0
772_1969_0,0
17_1576_0,0
576_1667_1,1
297_1535_0,0
438_1832_1,1
280_1381_0,0
916_2090_0,0
423_1237_0,0
734_1842_0,0
738_1971_1,1
665_1384_0,0
530_1948_0,0
678_1982_0,0
1031_2136_1,1
487_1736_0,0
716_1841_0,0
533_1846_0,0
1062_2060_0,0
428_2157_0,0
331_1338_0,0
477_1736_0,0
316_1499_0,0
789_2075_0,0
164_1340_0,0
947_1618_0,0
108_1436_0,0
161_1095_0,0
570_1749_0,0
812_1793_0,0
653_1924_0,0
94_2046_0,0
883_1418_0,0
986_2030_0,0
1048_1379_1,1
739_1654_0,0
714_1842_0,0
61_1202_0,0
298_1458_0,0
549_1791_0,0
621_1757_0,0
1009_2080_1,1
950_2073_0,0
192_1598_0,0
258_1846_0,0
834_1933_1,1
1001_1620_0,0
948_1623_0,0
575_1481_0,0
390_2135_0,0
197_1386_0,0
874_1650_0,0
484_1875_1,1
1043_1934_1,1
199_2046_0,0
903_1618_0,0
362_1559_1,1
569_1776_0,0
55_1318_0,0
447_1989_1,1
466_1824_0,0
111_1337_0,0
116_1156_0,0
531_1675_0,0
1016_1818_0,0
658_1599_0,0
562_1798_0,0
246_1297_1,1
234_1754_0,0
946_2036_0,0
543_1888_1,1
734_1649_0,0
564_1807_0,0
254_1874_0,0
847_1758_0,0
712_1866_0,0
808_2018_0,0
268_1190_0,0
717_1863_1,1
1038_1931_1,1
251_1222_0,0
857_2024_1,1
351_1713_0,0
324_2054_0,0
538_1724_1,1
678_2158_0,0
793_1984_1,1
588_1313_0,0
941_1668_0,0
1071_1465_1,1
709_1945_0,0
564_1948_0,0
851_1903_0,0
58_1188_1,1
496_2094_0,0
838_1415_1,1
1015_2141_1,1
571_1731_1,1
776_1774_0,0
741_1975_0,0
786_1753_0,0
330_1717_0,0
482_1962_0,0
671_1759_1,1
750_1597_0,0
478_1617_0,0
435_1168_0,0
859_1642_0,0
639_1974_0,0
615_1597_0,0
841_1906_0,0
658_1222_0,0
402_1324_1,1
159_1725_0,0
851_1904_0,0
149_1342_0,0
116_1379_0,0
492_1668_0,0
143_1814_0,0
252_1697_0,0
576_1660_0,0
898_1707_0,0
1012_1384_0,0
466_1686_0,0
853_1758_0,0
788_1472_1,1
238_1096_1,1
261_1751_0,0
191_1116_0,0
343_1743_0,0
475_2134_0,0
930_2072_0,0
400_1241_0,0
895_1595_0,0
72_1426_0,0
889_1587_0,0
595_1714_0,0
142_1274_0,0
790_1688_0,0
143_1234_0,0
945_2023_0,0
512_1380_0,0
805_1796_0,0
489_1427_0,0
524_2004_0,0
200_1148_0,0
589_1312_0,0
941_1709_0,0
536_1715_0,0
110_1337_0,0
858_2094_1,1
43_1862_0,0
138_1320_1,1
922_2085_1,1
1046_1608_1,1
612_1775_0,0
267_1430_0,0
441_1661_0,0
950_2074_0,0
226_1528_0,0
410_1326_0,0
530_1835_0,0
257_1381_0,0
278_1602_1,1
1001_1688_0,0
1008_1435_0,0
169_1648_0,0
159_2139_0,0
533_1805_0,0
737_1973_0,0
465_1636_0,0
204_1291_0,0
723_2161_0,0
548_1380_0,0
854_2053_1,1
45_1832_0,0
371_2140_0,0
493_1378_1,1
803_2006_0,0
896_1251_0,0
433_1183_0,0
600_1627_1,1
37_1293_0,0
616_1382_0,0
591_1843_0,0
965_1386_0,0
257_1223_0,0
560_1640_0,0
293_1088_0,0
685_1972_0,0
949_2043_0,0
522_2018_0,0
944_2152_0,0
88_1153_1,1
96_1168_0,0
447_2160_0,0
352_1518_0,0
1029_1090_0,0
39_1146_0,0
658_1417_0,0
620_1824_0,0
262_1143_0,0
513_1632_1,1
615_1381_0,0
806_1503_0,0
532_1746_0,0
573_1777_0,0
655_1765_1,1
842_1593_0,0
853_1902_0,0
212_1403_0,0
349_1633_0,0
628_1206_0,0
793_1136_0,0
436_1423_0,0
2_1123_0,0
624_1668_1,1
849_1903_0,0
107_1175_0,0
361_1328_0,0
270_1427_0,0
686_1962_0,0
547_1841_1,1
874_2143_0,0
714_1774_0,0
836_2033_1,1
781_1895_0,0
536_1714_0,0
483_1656_0,0
768_1776_0,0
741_2158_0,0
891_2055_0,0
449_1711_0,0
739_1917_1,1
1028_1083_1,1
990_1991_0,0
446_1711_0,0
260_1203_0,0
843_1901_1,1
1075_1251_0,0
995_1809_0,0
638_1511_0,0
85_1287_0,0
660_1195_0,0
691_1864_0,0
881_1933_0,0
569_1728_0,0
492_1956_0,0
963_1179_0,0
868_2083_1,1
143_1327_0,0
696_1887_0,0
428_1716_0,0
428_1223_0,0
319_1794_1,1
875_1620_0,0
343_2140_0,0
275_1618_0,0
578_1814_0,0
563_1819_0,0
283_1196_1,1
351_1526_1,1
416_1324_0,0
858_2020_0,0
682_1767_0,0
680_1802_1,1
843_1908_0,0
684_1982_0,0
750_1718_0,0
58_1227_0,0
640_2152_0,0
67_1506_0,0
866_1617_0,0
478_1814_0,0
290_1427_1,1
527_1319_0,0
329_1599_0,0
300_1435_0,0
701_1454_0,0
597_1666_1,1
250_1402_0,0
1003_1187_0,0
850_1801_0,0
651_1801_0,0
197_2104_0,0
637_1732_0,0
478_1497_0,0
579_1812_1,1
1023_1424_0,0
351_1497_0,0
295_1944_1,1
964_2050_0,0
992_2036_0,0
173_1328_0,0
522_1618_0,0
839_1903_0,0
644_1806_0,0
535_2094_0,0
96_2046_0,0
948_1711_0,0
948_2043_0,0
221_2167_0,0
729_1128_0,0
434_1183_0,0
291_1431_0,0
655_1693_0,0
1058_2096_1,1
329_1417_0,0
230_1958_0,0
962_1337_0,0
845_1897_0,0
197_1199_1,1
575_1668_0,0
285_1347_0,0
814_2009_0,0
384_2109_1,1
1039_1945_0,0
414_2116_0,0
199_1314_0,0
490_1593_0,0
453_1332_0,0
532_1995_0,0
998_2043_0,0
355_1466_0,0
256_1955_0,0
178_1357_0,0
291_1430_0,0
63_1202_0,0
131_1287_0,0
531_1292_0,0
776_1824_0,0
486_1490_0,0
835_1567_0,0
143_1962_0,0
902_1623_0,0
851_1896_0,0
884_1481_0,0
785_1386_0,0
452_1756_0,0
1054_1439_1,1
826_2018_0,0
1010_1170_0,0
224_1443_1,1
629_1650_0,0
373_1257_0,0
710_1967_0,0
413_1262_0,0
1038_1816_0,0
831_1519_0,0
814_1454_0,0
571_2053_0,0
154_1872_0,0
711_1765_0,0
434_1337_0,0
748_1557_0,0
1053_2115_0,0
891_1386_0,0
855_1586_0,0
992_2035_0,0
645_1714_0,0
521_1617_0,0
845_1909_0,0
626_1732_0,0
898_2026_1,1
808_1327_0,0
251_1723_0,0
164_1992_0,0
66_1241_0,0
539_2109_0,0
571_1749_0,0
545_1945_0,0
1050_2010_0,0
988_2043_0,0
101_1086_0,0
663_1754_0,0
961_2045_1,1
813_1985_1,1
988_1500_0,0
180_1247_0,0
242_1496_1,1
506_1641_0,0
521_1618_1,1
791_2018_0,0
988_1814_0,0
886_1656_0,0
447_1711_0,0
661_1752_0,0
120_1202_1,1
194_1345_1,1
1000_1714_0,0
711_1828_1,1
893_2143_0,0
290_1422_0,0
765_1714_0,0
29_1130_1,1
656_1470_0,0
4_1283_0,0
667_1757_0,0
949_1736_0,0
282_1264_0,0
267_2161_0,0
591_1798_0,0
4_1277_1,1
480_1873_0,0
448_1141_0,0
52_1398_0,0
961_1180_0,0
770_1707_0,0
16_1126_0,0
579_1755_0,0
951_1269_0,0
521_1962_0,0
1081_1099_1,1
902_1591_0,0
756_1643_0,0
875_2020_0,0
1067_2146_1,1
676_1975_0,0
483_1874_0,0
902_1874_0,0
931_2069_1,1
914_2092_0,0
530_1845_0,0
1011_2061_0,0
182_1216_1,1
765_1721_0,0
484_1656_0,0
84_1455_0,0
723_1894_0,0
797_1143_0,0
483_1713_0,0
852_1901_0,0
729_1242_0,0
523_2018_0,0
906_1744_0,0
686_1874_0,0
901_1666_0,0
639_2065_0,0
950_1593_0,0
970_1574_0,0
92_1165_0,0
595_1666_0,0
644_1720_0,0
477_1818_0,0
554_1680_1,1
864_1569_0,0
637_1968_0,0
835_1521_0,0
440_1659_0,0
905_1962_0,0
427_1156_0,0
215_1120_0,0
697_1854_0,0
903_1962_0,0
308_1468_0,0
477_1656_0,0
855_1451_1,1
604_1943_0,0
33_1717_0,0
578_1593_0,0
670_2008_0,0
663_1195_0,0
69_1304_1,1
681_2158_0,0
1000_1474_0,0
861_2069_0,0
675_2158_0,0
734_1650_0,0
214_1603_0,0
1038_1824_0,0
1000_1722_0,0
434_1168_0,0
411_1727_1,1
400_1156_0,0
909_2005_0,0
947_1500_0,0
901_1701_0,0
202_1264_0,0
480_2042_0,0
908_1706_0,0
465_1662_0,0
501_1639_0,0
1002_2018_0,0
452_1592_0,0
488_1712_0,0
1014_1465_0,0
386_1506_0,0
491_1485_1,1
487_1623_0,0
950_1689_0,0
484_2043_0,0
846_1896_0,0
902_1928_0,0
687_1755_0,0
941_2099_1,1
901_1709_0,0
711_1887_0,0
775_1890_0,0
826_1885_0,0
907_1744_0,0
988_1557_0,0
484_1962_0,0
346_1500_0,0
95_1448_0,0
480_1712_0,0
449_2104_0,0
795_1903_0,0
535_1717_0,0
483_1617_0,0
577_1814_0,0
569_1757_0,0
1057_1242_0,0
809_1341_0,0
309_1190_0,0
281_1688_0,0
186_1999_0,0
1020_1254_0,0
953_1269_0,0
804_1749_0,0
143_1418_0,0
471_1662_0,0
966_1770_1,1
637_1649_0,0
852_1900_0,0
616_1714_0,0
631_2146_0,0
913_2088_0,0
72_1430_0,0
949_2020_0,0
254_2008_0,0
254_2094_0,0
291_1894_0,0
718_1430_0,0
463_1093_1,1
191_1222_0,0
626_1946_0,0
803_1632_0,0
199_1165_0,0
467_1663_0,0
85_1230_1,1
447_1656_0,0
688_1496_0,0
926_1945_0,0
842_1666_0,0
781_1571_0,0
38_1880_0,0
655_1643_0,0
718_1476_0,0
465_1658_1,1
563_1292_0,0
990_1656_0,0
583_1749_0,0
496_1668_0,0
968_2121_0,0
1017_2162_0,0
596_1701_0,0
484_1993_0,0
297_1399_0,0
619_1745_0,0
844_1902_0,0
744_1761_1,1
376_1427_0,0
445_1713_0,0
1016_1415_0,0
847_1907_0,0
1040_2050_0,0
685_1922_0,0
914_2097_0,0
35_1118_1,1
545_1843_0,0
168_1242_0,0
618_1757_0,0
191_1381_0,0
903_1818_0,0
896_2028_0,0
672_1901_0,0
621_1777_0,0
512_1628_0,0
1023_1163_0,0
998_1992_0,0
169_1143_0,0
298_1435_0,0
234_1519_0,0
849_1896_0,0
946_2023_0,0
545_1799_0,0
777_2155_1,1
799_1142_0,0
932_2169_0,0
865_1568_0,0
763_1151_1,1
177_1154_0,0
998_2073_0,0
536_1382_0,0
580_1777_0,0
717_1881_0,0
742_2159_0,0
371_1618_0,0
126_1480_0,0
500_1765_0,0
843_1898_0,0
678_1916_0,0
477_1711_0,0
15_1965_0,0
481_1711_0,0
251_1806_0,0
813_1766_0,0
366_1355_1,1
931_2169_0,0
1061_2042_0,0
634_2106_1,1
1014_1884_1,1
889_1636_0,0
943_1946_0,0
492_1500_0,0
905_2014_1,1
165_1128_0,0
343_2018_0,0
616_1723_0,0
1025_2154_1,1
686_1497_0,0
520_1620_1,1
320_1936_0,0
143_1481_0,0
659_1752_1,1
969_1196_0,0
320_1558_1,1
1016_1590_0,0
111_1170_0,0
478_1873_0,0
750_1381_0,0
791_1618_0,0
181_1618_0,0
826_1691_0,0
512_1675_0,0
371_1617_0,0
38_1429_0,0
948_2075_0,0
343_1735_0,0
620_1841_0,0
623_1896_0,0
906_1557_0,0
780_1187_0,0
581_1801_0,0
192_1714_0,0
143_1730_0,0
198_1563_0,0
523_1481_0,0
401_1666_0,0
920_2087_0,0
191_1542_0,0
66_1154_0,0
579_2142_0,0
490_1809_0,0
754_1980_1,1
455_1915_0,0
1023_1254_0,0
521_1666_0,0
714_1798_0,0
567_1745_0,0
971_1178_0,0
954_1827_1,1
15_1381_0,0
254_1162_0,0
1055_1797_1,1
988_1689_0,0
948_1809_0,0
577_1875_0,0
790_1610_0,0
595_1381_0,0
298_1506_1,1
496_1713_0,0
78_1427_0,0
161_1084_0,0
177_1651_0,0
496_2030_0,0
786_1578_0,0
132_1256_0,0
923_2087_0,0
192_1721_0,0
446_1873_0,0
423_1434_1,1
1021_1571_0,0
353_1242_0,0
844_1909_0,0
687_2142_0,0
950_2082_1,1
333_1338_0,0
266_1695_0,0
596_2074_0,0
453_1592_0,0
845_1906_0,0
488_1624_0,0
1050_1326_1,1
886_2094_0,0
1016_1623_0,0
737_1975_0,0
637_1816_1,1
16_1138_1,1
772_1945_0,0
570_1762_0,0
780_1342_0,0
354_1204_0,0
928_1633_0,0
366_1254_0,0
562_1842_1,1
950_1993_0,0
730_1603_1,1
446_1874_0,0
432_1141_0,0
907_2140_0,0
902_2074_0,0
842_2018_0,0
222_1506_0,0
204_1247_0,0
942_1691_0,0
1039_1781_0,0
646_1984_0,0
427_1128_0,0
477_1875_0,0
264_1573_0,0
950_1928_0,0
720_1863_0,0
659_1710_0,0
1061_1687_0,0
951_1510_0,0
790_1717_0,0
131_1227_0,0
648_2156_0,0
903_1593_0,0
995_1666_0,0
735_1952_0,0
931_2113_0,0
464_1650_0,0
874_1919_0,0
162_1319_1,1
651_1749_0,0
467_1512_0,0
801_1737_0,0
85_1830_0,0
949_2042_0,0
371_1376_0,0
440_1660_0,0
716_1931_0,0
595_1597_0,0
765_1597_0,0
902_1655_0,0
185_1286_0,0
529_1805_0,0
143_1809_0,0
800_1244_1,1
1012_1714_0,0
199_1170_0,0
171_1134_0,0
591_1799_0,0
258_1292_0,0
443_1587_0,0
595_1222_0,0
742_2103_1,1
886_1962_0,0
988_2074_1,1
805_1749_0,0
1036_1989_0,0
1063_1935_0,0
545_1544_0,0
477_1664_0,0
41_1970_0,0
963_1337_0,0
170_1330_1,1
1019_1571_0,0
942_1726_0,0
433_1170_0,0
798_1143_0,0
151_1290_1,1
903_1736_0,0
428_1384_0,0
285_1195_0,0
902_2008_0,0
178_1477_0,0
535_1383_0,0
168_1134_0,0
886_1712_0,0
537_2054_0,0
706_1663_0,0
866_2018_0,0
856_2071_1,1
189_1950_0,0
103_1357_0,0
665_1720_0,0
477_1624_0,0
445_1926_0,0
544_1840_1,1
610_1757_0,0
354_1287_0,0
261_1578_0,0
259_1288_1,1
636_1768_0,0
902_1481_0,0
687_1812_0,0
483_1688_0,0
798_1148_0,0
840_1905_0,0
581_1768_0,0
268_1431_0,0
754_1920_0,0
843_1897_0,0
30_1123_0,0
496_1655_0,0
512_1844_0,0
579_1766_0,0
555_1189_0,0
536_1132_0,0
504_1960_0,0
16_1223_0,0
990_1814_0,0
525_1657_0,0
768_1801_0,0
1024_1567_0,0
570_1796_0,0
731_1857_0,0
559_1571_0,0
300_1458_0,0
904_1626_0,0
279_1461_1,1
199_1179_0,0
510_1746_0,0
511_1673_0,0
886_1928_0,0
913_2092_0,0
40_2067_0,0
927_1490_0,0
392_1224_0,0
587_1287_0,0
594_1697_1,1
696_1826_1,1
796_1904_0,0
765_1381_0,0
808_1593_0,0
305_1999_1,1
611_1136_0,0
721_1894_0,0
620_2146_0,0
313_1470_1,1
766_1573_0,0
961_1171_0,0
579_2071_0,0
496_1814_0,0
688_2018_0,0
85_1275_0,0
478_1689_0,0
366_1192_0,0
434_2047_0,0
772_2146_0,0
345_1895_0,0
393_1142_0,0
685_1967_0,0
213_1402_0,0
333_1468_0,0
94_1169_0,0
32_1725_1,1
636_2053_0,0
255_1224_0,0
457_1591_0,0
396_1270_1,1
808_2074_0,0
43_1883_0,0
435_1170_0,0
432_1241_0,0
948_1735_0,0
195_1562_0,0
595_1543_0,0
710_2159_0,0
748_1993_0,0
1031_1415_0,0
575_1814_0,0
644_1383_0,0
683_1921_0,0
747_1834_1,1
1026_1083_0,0
282_1362_1,1
281_1715_0,0
781_1562_1,1
570_2053_0,0
496_1656_0,0
673_1991_1,1
227_1541_0,0
906_1726_0,0
666_1722_1,1
622_2004_0,0
742_1971_0,0
580_1796_0,0
484_1711_0,0
1051_1414_1,1
930_2169_0,0
327_2086_0,0
749_1730_1,1
16_1384_0,0
644_1716_1,1
536_1723_0,0
683_2158_0,0
478_1701_0,0
1012_1474_0,0
1048_1156_0,0
552_1954_1,1
20_1130_0,0
440_2060_0,0
1039_1969_0,0
481_2074_0,0
445_1688_0,0
172_1213_0,0
484_1528_0,0
965_1354_0,0
432_1154_0,0
867_2020_1,1
98_1085_0,0
58_1438_0,0
532_1274_0,0
632_1774_0,0
826_1992_0,0
685_2159_0,0
796_1905_0,0
230_1401_0,0
988_1735_0,0
280_1382_0,0
329_1715_0,0
355_1564_0,0
113_1151_0,0
703_1855_1,1
770_2029_0,0
615_1806_0,0
432_1392_1,1
21_1651_0,0
544_1798_0,0
826_1669_0,0
675_1916_0,0
578_2082_0,0
672_1898_0,0
522_1809_0,0
676_2158_0,0
929_1683_0,0
444_1636_0,0
776_1732_0,0
312_1556_1,1
401_1714_0,0
995_1619_0,0
563_1961_0,0
597_1618_0,0
567_1757_0,0
992_1682_0,0
621_1796_0,0
482_1688_0,0
798_1341_1,1
671_1903_0,0
309_1426_0,0
826_1557_0,0
1040_1337_0,0
841_1909_0,0
532_1846_0,0
171_1154_0,0
690_1871_0,0
681_1916_0,0
368_1547_0,0
880_2158_1,1
444_1523_0,0
990_2104_0,0
943_1843_0,0
531_1805_0,0
714_1879_0,0
389_1535_0,0
709_1799_0,0
620_1650_0,0
179_1247_0,0
370_1319_0,0
192_1597_0,0
435_1182_0,0
435_1103_0,0
110_1182_0,0
720_1893_0,0
532_1961_0,0
800_1552_0,0
261_1703_0,0
853_1896_0,0
61_1141_0,0
948_2020_0,0
564_1835_0,0
776_2146_0,0
44_1428_0,0
706_1587_0,0
546_1913_0,0
621_2053_0,0
173_1737_0,0
678_1973_0,0
637_1824_0,0
479_1531_0,0
1079_1464_1,1
676_1916_1,1
146_1132_0,0
772_1840_0,0
667_1731_0,0
110_2046_0,0
904_1713_0,0
250_1603_0,0
471_2060_0,0
136_1188_0,0
499_1645_0,0
862_2113_0,0
296_1571_0,0
613_1698_1,1
848_1776_0,0
166_1114_1,1
994_1328_0,0
255_1344_0,0
919_2089_0,0
596_1926_0,0
790_1708_0,0
1039_1840_0,0
849_1758_0,0
554_1681_0,0
1010_1648_0,0
1004_1173_0,0
529_1380_0,0
316_1650_0,0
27_1678_0,0
869_1620_0,0
20_1121_1,1
618_1776_0,0
964_1167_0,0
564_1791_0,0
119_1213_1,1
496_1809_0,0
1021_1895_1,1
612_1768_0,0
379_1405_0,0
1038_1842_0,0
685_2065_0,0
483_1818_0,0
510_1673_0,0
663_1703_1,1
360_1153_0,0
168_1156_0,0
231_1961_0,0
844_1759_0,0
808_1962_0,0
962_1166_0,0
74_1927_0,0
859_1645_0,0
671_1609_0,0
988_2042_0,0
1078_1979_1,1
474_1824_1,1
453_1667_0,0
869_2020_0,0
192_1381_0,0
168_1379_0,0
469_1684_0,0
709_1732_0,0
271_1422_0,0
63_1156_0,0
645_1721_0,0
91_2132_0,0
535_1221_0,0
766_2126_0,0
676_2103_0,0
672_1609_0,0
666_1719_0,0
38_1252_1,1
459_1509_0,0
597_2030_0,0
949_1625_0,0
890_1588_0,0
920_2086_0,0
168_1651_0,0
61_1651_0,0
530_1677_0,0
553_1681_1,1
802_1209_0,0
254_1656_0,0
1071_1270_0,0
675_2159_0,0
555_1227_0,0
686_1669_0,0
143_1666_0,0
257_1719_0,0
1060_1369_0,0
407_1569_1,1
1081_1521_0,0
471_1105_0,0
433_1180_0,0
809_1148_0,0
790_1223_0,0
1038_1649_0,0
817_1511_0,0
497_1645_1,1
394_1516_1,1
715_1864_0,0
636_2070_0,0
858_1711_0,0
109_1287_0,0
33_1542_0,0
618_1777_0,0
962_1168_0,0
956_1654_0,0
992_2004_0,0
477_1809_0,0
1015_1332_0,0
67_1399_0,0
580_1762_0,0
135_1082_0,0
949_1666_0,0
